attack_family,synthetic_to_authentic_ratio,pipeline,metric,course_code,course_tier,seed_count,course_mean_delta
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,ACCT2542,strict_complete,3,-0.8333333333333334
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,CDEV3500,user_approved_exception,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMM1150,strict_complete,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMM1190,user_approved_exception,3,-0.6
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP1521,user_approved_exception,3,-0.75
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP2041,user_approved_exception,3,-0.5238095238095238
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP2511,user_approved_exception,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP2521,user_approved_exception,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP3121,user_approved_exception,3,-0.3333333333333333
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP3222,user_approved_exception,3,-0.75
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP3411,strict_complete,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP4920,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP6443,user_approved_exception,3,-0.6
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP6771,user_approved_exception,3,-0.8000000000000002
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP9020,strict_complete,3,-0.888888888888889
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP9021,strict_complete,3,-0.5416666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP9311,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP9321,strict_complete,3,-0.6296296296296297
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP9334,user_approved_exception,3,-0.8000000000000002
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP9444,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP9511,user_approved_exception,3,-0.8571428571428572
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,COMP9727,user_approved_exception,3,-0.3333333333333333
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,ECON1101,strict_complete,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,FINS3633,user_approved_exception,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,GSOE9820,user_approved_exception,3,-0.5714285714285714
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_evidence_recall_at_k,MATH5836,strict_complete,3,-0.619047619047619
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,ACCT2542,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,CDEV3500,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMM1150,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMM1190,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP1521,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP2041,user_approved_exception,3,0.3333333333333333
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP2511,user_approved_exception,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP2521,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP3121,user_approved_exception,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP3222,user_approved_exception,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP3411,strict_complete,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP4920,user_approved_exception,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP6443,user_approved_exception,3,0.3333333333333333
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP6771,user_approved_exception,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP9020,strict_complete,3,0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP9021,strict_complete,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP9311,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP9321,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP9334,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP9444,user_approved_exception,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP9511,user_approved_exception,3,0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,COMP9727,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,ECON1101,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,FINS3633,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,GSOE9820,user_approved_exception,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_omitted,MATH5836,strict_complete,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,ACCT2542,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,CDEV3500,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMM1150,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMM1190,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP1521,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP2041,user_approved_exception,3,-0.3333333333333333
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP2511,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP2521,user_approved_exception,3,1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP3121,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP3222,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP3411,strict_complete,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP4920,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP6443,user_approved_exception,3,-0.3333333333333333
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP6771,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP9020,strict_complete,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP9021,strict_complete,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP9311,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP9321,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP9334,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP9444,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP9511,user_approved_exception,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,COMP9727,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,ECON1101,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,FINS3633,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,GSOE9820,user_approved_exception,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_risk_retained,MATH5836,strict_complete,3,-1.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,ACCT2542,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,CDEV3500,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMM1150,strict_complete,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMM1190,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP1521,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP2041,user_approved_exception,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP2511,user_approved_exception,3,-2.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP2521,user_approved_exception,3,0.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP3121,user_approved_exception,3,-0.6666666666666666
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP3222,user_approved_exception,3,-1.3333333333333333
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP3411,strict_complete,3,-2.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP4920,user_approved_exception,3,-2.0
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP6443,user_approved_exception,3,-0.3333333333333333
topic_aligned_low_evidence,1.0,bm25_retrieve_then_summarize,target_specificity,COMP6771,user_approved_exception,3,-1.3333333333333333
